repetition,group,accuracy,sens,spec,auc,mcc
0,train,0.9642997423503932,0.9300600494524903,0.998539435248296,0.9894735466323088,0.9196681833134807
0,valid,0.7976480050217741,0.7924791086350975,0.8028169014084507,0.7976480050217742,0.588193460856846
0,test,0.7637811269797674,0.7794561933534743,0.7481060606060606,0.7637811269797674,0.5118909735691032
1,train,0.9507868466839686,0.9106280193236715,0.9909456740442656,0.986008355168971,0.8892170887794836
1,valid,0.8088992693735777,0.7699724517906336,0.8478260869565217,0.8088992693735776,0.6081892756063715
1,test,0.7484246690129044,0.6917211328976035,0.8051282051282052,0.7484246690129043,0.4845040451883524
2,train,0.9666302321484992,0.9367657221838286,0.9964947421131698,0.9906756298926621,0.9231803984063606
2,valid,0.7847410879364141,0.7994616419919246,0.7700205338809035,0.7847410879364141,0.5632108713820964
2,test,0.7139235804819166,0.6917127071823205,0.7361344537815127,0.7139235804819166,0.4190163487184186
3,train,0.9385961769931794,0.8886986301369864,0.9884937238493724,0.9843461626640683,0.8608777446350387
3,valid,0.7650408089991829,0.7190412782956058,0.8110403397027601,0.765040808999183,0.5162029674719721
3,test,0.744444224500838,0.6670493685419059,0.8218390804597702,0.744444224500838,0.48828713521663564
4,train,0.9506248291382473,0.9074769545920109,0.9937727036844837,0.9878379209178725,0.8862677510050836
4,valid,0.7840173025118512,0.7546174142480211,0.8134171907756813,0.7840173025118512,0.5545132275291162
4,test,0.7441715399610136,0.7076023391812866,0.7807407407407407,0.7441715399610137,0.4850114419406708
